d_os_20_10_1_15_10_9_5_3,d_os,20,15,10,9,5,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,19.060.689.733.402.300,46.401.724.333.505.800,2.255,5.0,36.0,0.0
d_os_20_10_1_15_10_9_10_3,d_os,20,15,10,9,10,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,7.459.299.391.320.730,16.151.998.478.301.800,0.61,9.985,70.7,0.0
d_os_20_10_1_15_10_9_15_3,d_os,20,15,10,9,15,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,4.834.738.570.478.220,8.674.346.426.195.570,25.0,13.65,96.1,0.0
d_os_20_10_1_15_10_9_20_3,d_os,20,15,10,9,20,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,45.237.011.945.292.000,7.779.252.986.323.000,0.0,14.12,102.0,0.8
d_os_20_10_1_15_10_9_25_3,d_os,20,15,10,9,25,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,4.476.832.316.933.000,7.525.830.792.332.510,0.0,14.665,103.4,0.5
d_os_20_10_1_6_15_9_5_3,d_os,20,6,15,9,5,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,20.327.398.789.165.300,49.568.496.972.913.200,2.43,5.0,37.0,0.0
d_os_20_10_1_6_15_9_10_3,d_os,20,6,15,9,10,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,8.398.766.652.110.070,18.500.666.630.275.100,785.0,9.985,70.7,0.0
d_os_20_10_1_6_15_9_15_3,d_os,20,6,15,9,15,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,49.050.618.416.107.500,8.773.904.604.026.880,55.0,13.955,96.2,0.4
d_os_20_10_1_6_15_9_20_3,d_os,20,6,15,9,20,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,45.425.741.916.707.700,7.826.435.479.176.940,0.0,14.12,101.4,0.6
d_os_20_10_1_6_15_9_25_3,d_os,20,6,15,9,25,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,44.955.681.301.959.900,7.668.920.325.489.980,0.0,14.28,102.8,0.4
d_os_20_10_1_9_15_9_5_3,d_os,20,9,15,9,5,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,19.075.289.994.998.700,46.438.224.987.496.900,2.26,5.0,37.0,0.0
d_os_20_10_1_9_15_9_10_3,d_os,20,9,15,9,10,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,7.153.758.470.703.380,15.389.396.176.758.400,535.0,9.98,74.0,0.0
d_os_20_10_1_9_15_9_15_3,d_os,20,9,15,9,15,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,4.903.086.127.304.970,8.766.465.318.262.430,35.0,13.965,96.9,0.0
d_os_20_10_1_9_15_9_20_3,d_os,20,9,15,9,20,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,4.894.920.316.409.830,8.794.800.791.024.590,0.0,13.77,96.6,0.6
d_os_20_10_1_9_15_9_25_3,d_os,20,9,15,9,25,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,4.498.375.228.876.120,7.589.688.072.190.300,0.0,14.625,105.3,1.1
d_os_20_10_1_12_15_9_5_3,d_os,20,12,15,9,5,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,1.804.739.702.920.620,4.386.849.257.301.550,2.205,5.0,35.0,0.0
d_os_20_10_1_12_15_9_10_3,d_os,20,12,15,9,10,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,60.710.046.877.073.100,1.268.251.171.926.820,0.35,9.98,73.9,0.0
d_os_20_10_1_12_15_9_15_3,d_os,20,12,15,9,15,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,4.733.967.726.812.620,8.478.669.317.031.550,0.0,13.425,97.5,0.0
d_os_20_10_1_12_15_9_20_3,d_os,20,12,15,9,20,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,4.914.485.029.438.650,8.738.712.573.596.630,0.0,14.19,99.1,0.6
d_os_20_10_1_12_15_9_25_3,d_os,20,12,15,9,25,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,4.562.003.104.734.580,7.778.757.761.836.450,0.0,14.505,103.3,0.5
d_os_20_10_1_15_15_9_5_3,d_os,20,15,15,9,5,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,16.436.000.016.905.000,3.984.000.004.226.250,2.005,5.0,36.0,0.0
d_os_20_10_1_15_15_9_10_3,d_os,20,15,15,9,10,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,6.757.717.441.606.600,14.399.293.604.016.500,0.45,9.98,69.0,0.0
d_os_20_10_1_15_15_9_15_3,d_os,20,15,15,9,15,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,4.868.686.443.445.840,8.702.966.108.614.600,0.0,13.875,97.2,0.0
d_os_20_10_1_15_15_9_20_3,d_os,20,15,15,9,20,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,4.302.220.622.138.570,7.179.301.555.346.430,0.0,14.305,104.1,0.8
d_os_20_10_1_15_15_9_25_3,d_os,20,15,15,9,25,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,47.060.036.252.023.700,813.750.906.300.593,0.0,14.51,102.4,0.4
d_os_20_10_1_6_20_9_5_3,d_os,20,6,20,9,5,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,19.028.065.267.323.100,46.320.163.168.307.900,2.26,5.0,35.0,0.0
d_os_20_10_1_6_20_9_10_3,d_os,20,6,20,9,10,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,6.732.834.595.483.950,1.433.833.648.870.980,0.47,9.975,71.9,0.0
d_os_20_10_1_6_20_9_15_3,d_os,20,6,20,9,15,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,4.900.053.795.620.310,875.138.448.905.078,0.03,13.995,96.2,0.0
d_os_20_10_1_6_20_9_20_3,d_os,20,6,20,9,20,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,4.705.277.591.814.800,8.208.193.979.537.000,0.0,14.22,101.5,0.6
d_os_20_10_1_6_20_9_25_3,d_os,20,6,20,9,25,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,469.659.081.933.674,8.452.727.048.341.840,0.0,13.155,98.6,0.6
d_os_20_10_1_9_20_9_5_3,d_os,20,9,20,9,5,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,1.684.176.065.204.710,40.854.401.630.117.800,1.975,5.0,38.0,0.0
d_os_20_10_1_9_20_9_10_3,d_os,20,9,20,9,10,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,6.460.150.757.129.710,136.541.268.928.243,0.41,9.985,71.0,0.0
d_os_20_10_1_9_20_9_15_3,d_os,20,9,20,9,15,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,4.844.179.085.770.220,864.044.771.442.557,0.0,13.88,97.5,0.1
d_os_20_10_1_9_20_9_20_3,d_os,20,9,20,9,20,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,4.297.452.471.669.360,7.142.381.179.173.400,0.0,14.405,104.1,0.4
d_os_20_10_1_9_20_9_25_3,d_os,20,9,20,9,25,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,45.566.648.997.306.500,7.730.412.249.326.640,0.0,14.645,102.0,0.8
d_os_20_10_1_12_20_9_5_3,d_os,20,12,20,9,5,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,14.900.188.580.470.500,3.600.047.145.117.620,1.765,5.0,39.0,0.0
d_os_20_10_1_12_20_9_10_3,d_os,20,12,20,9,10,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,61.687.612.487.299.500,12.928.153.121.824.800,0.36,9.975,68.9,0.0
d_os_20_10_1_12_20_9_15_3,d_os,20,12,20,9,15,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,48.593.023.731.543.100,8.647.005.932.885.780,0.0,14.005,97.1,0.1
d_os_20_10_1_12_20_9_20_3,d_os,20,12,20,9,20,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,44.301.589.944.122.900,763.289.748.603.075,0.0,13.77,99.1,0.5
d_os_20_10_1_12_20_9_25_3,d_os,20,12,20,9,25,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,44.231.573.293.541.300,7.319.143.323.385.330,0.0,14.955,104.7,0.5
d_os_20_10_1_15_20_9_5_3,d_os,20,15,20,9,5,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,15.515.329.790.918.000,37.538.324.477.295.000,1.82,5.0,35.0,0.0
d_os_20_10_1_15_20_9_10_3,d_os,20,15,20,9,10,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,56.971.616.179.451.900,1.174.790.404.486.290,185.0,9.98,73.0,0.0
d_os_20_10_1_15_20_9_15_3,d_os,20,15,20,9,15,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,4.773.851.274.264.040,8.524.628.185.660.110,0.0,13.64,97.8,0.0
d_os_20_10_1_15_20_9_20_3,d_os,20,15,20,9,20,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,45.510.418.909.713.600,7.680.104.727.428.400,0.0,14.79,104.4,0.6
d_os_20_10_1_15_20_9_25_3,d_os,20,15,20,9,25,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,46.311.996.443.790.400,8.110.499.110.947.620,0.0,13.87,98.8,0.6
d_os_20_10_1_6_25_9_5_3,d_os,20,6,25,9,5,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,1.564.976.249.034.260,37.874.406.225.856.600,1.91,5.0,37.0,0.0
d_os_20_10_1_6_25_9_10_3,d_os,20,6,25,9,10,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,6.158.829.831.421.460,12.900.824.578.553.600,305.0,9.985,72.0,0.0
d_os_20_10_1_6_25_9_15_3,d_os,20,6,25,9,15,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,4.874.530.824.849.660,8.672.577.062.124.160,0.02,14.055,94.8,0.0
d_os_20_10_1_6_25_9_20_3,d_os,20,6,25,9,20,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,4.768.442.579.441.280,8.327.356.448.603.220,0.0,14.375,101.7,0.6
d_os_20_10_1_6_25_9_25_3,d_os,20,6,25,9,25,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,47.500.257.033.402.200,8.257.564.258.350.560,0.0,14.47,100.7,0.5
d_os_20_10_1_9_25_9_5_3,d_os,20,9,25,9,5,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,14.360.437.858.798.200,34.651.094.646.995.500,1.8,5.0,36.0,0.0
d_os_20_10_1_9_25_9_10_3,d_os,20,9,25,9,10,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,582.107.180.354.983,12.057.679.508.874.500,215.0,9.98,72.0,0.0
d_os_20_10_1_9_25_9_15_3,d_os,20,9,25,9,15,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,4.745.936.840.734.660,8.338.592.101.836.670,0.0,14.105,96.9,0.3
d_os_20_10_1_9_25_9_20_3,d_os,20,9,25,9,20,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,483.298.177.559.103,8.532.454.438.977.570,0.0,14.2,100.5,0.6
d_os_20_10_1_9_25_9_25_3,d_os,20,9,25,9,25,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,475.200.665.180.455,8.505.016.629.511.370,0.0,13.5,96.9,0.6
d_os_20_10_1_12_25_9_5_3,d_os,20,12,25,9,5,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,1.459.431.456.604.680,352.357.864.151.171,1.795,5.0,33.0,0.0
d_os_20_10_1_12_25_9_10_3,d_os,20,12,25,9,10,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,6.332.276.279.991.970,13.334.440.699.979.900,255.0,9.985,67.7,0.0
d_os_20_10_1_12_25_9_15_3,d_os,20,12,25,9,15,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,47.606.813.223.094.000,8.534.203.305.773.510,0.0,13.47,99.4,0.3
d_os_20_10_1_12_25_9_20_3,d_os,20,12,25,9,20,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,475.355.970.939.881,8.052.649.273.497.020,0.0,15.325,107.1,0.4
d_os_20_10_1_12_25_9_25_3,d_os,20,12,25,9,25,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,4.762.343.748.596.130,8.385.859.371.490.330,0.0,14.08,100.5,0.6
d_os_20_10_1_15_25_9_5_3,d_os,20,15,25,9,5,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,13.710.586.813.859.800,3.302.646.703.464.960,1.515,5.0,36.0,0.0
d_os_20_10_1_15_25_9_10_3,d_os,20,15,25,9,10,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,56.081.387.469.222.100,11.524.096.867.305.500,115.0,9.985,72.0,0.0
d_os_20_10_1_15_25_9_15_3,d_os,20,15,25,9,15,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,47.804.268.575.373.300,8.478.567.143.843.330,0.0,13.89,97.2,0.1
d_os_20_10_1_15_25_9_20_3,d_os,20,15,25,9,20,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,4.988.378.916.316.780,875.094.729.079.197,0.0,14.88,104.8,0.5
d_os_20_10_1_15_25_9_25_3,d_os,20,15,25,9,25,3,uniform,10,0,uniform,1,0,400,1,1.5,0.5,4.504.650.365.073.500,7.687.875.912.683.760,0.0,14.295,102.7,0.5
d_os_20_15_1_6_10_9_5_3,d_os,20,6,10,9,5,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,28.841.209.100.927.500,7.085.302.275.231.870,5.45,5.0,34.0,0.0
d_os_20_15_1_6_10_9_10_3,d_os,20,6,10,9,10,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,19.618.991.169.472.700,46.551.227.923.681.800,3.69,9.985,70.7,0.0
d_os_20_15_1_6_10_9_15_3,d_os,20,6,10,9,15,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,13.714.749.459.504.400,3.061.187.364.876.110,2.24,14.7,100.7,0.0
d_os_20_15_1_6_10_9_20_3,d_os,20,6,10,9,20,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,982.755.172.066.918,20.000.129.301.672.900,1.155,18.275,127.2,0.0
d_os_20_15_1_6_10_9_25_3,d_os,20,6,10,9,25,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,9.070.602.556.578.240,17.945.256.391.445.600,1.035,18.925,134.4,0.2
d_os_20_15_1_9_10_9_5_3,d_os,20,9,10,9,5,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,27.598.976.269.639.600,6.774.744.067.409.920,5.2,5.0,36.0,0.0
d_os_20_15_1_9_10_9_10_3,d_os,20,9,10,9,10,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,1.895.485.215.023.150,44.890.880.375.578.900,3.47,9.985,73.0,0.0
d_os_20_15_1_9_10_9_15_3,d_os,20,9,10,9,15,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,11.930.044.202.284.200,26.157.610.505.710.700,1.895,14.67,106.6,0.0
d_os_20_15_1_9_10_9_20_3,d_os,20,9,10,9,20,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,9.499.506.578.028.920,19.237.516.445.072.300,1.065,18.045,128.8,0.1
d_os_20_15_1_9_10_9_25_3,d_os,20,9,10,9,25,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,9.225.134.040.016.210,18.410.335.100.040.500,0.98,18.61,133.4,0.1
d_os_20_15_1_12_10_9_5_3,d_os,20,12,10,9,5,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,26.592.283.418.714.000,6.523.070.854.678.510,5.065,5.0,36.0,0.0
d_os_20_15_1_12_10_9_10_3,d_os,20,12,10,9,10,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,17.943.192.167.677.700,4.236.173.041.919.440,3.46,9.985,69.0,0.0
d_os_20_15_1_12_10_9_15_3,d_os,20,12,10,9,15,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,1.227.067.324.577.650,27.000.433.114.441.400,1.865,14.705,105.8,0.0
d_os_20_15_1_12_10_9_20_3,d_os,20,12,10,9,20,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,9.197.799.139.062.130,18.516.997.847.655.300,1.02,17.91,130.5,0.1
d_os_20_15_1_12_10_9_25_3,d_os,20,12,10,9,25,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,9.208.109.941.360.720,18.415.274.853.401.800,1.035,18.42,132.6,0.1
d_os_20_15_1_15_10_9_5_3,d_os,20,15,10,9,5,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,2.633.277.975.412.790,645.819.493.853.199,4.85,5.0,37.0,0.0
d_os_20_15_1_15_10_9_10_3,d_os,20,15,10,9,10,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,1.698.470.415.297.410,399.655.103.824.354,3.205,9.985,71.0,0.0
d_os_20_15_1_15_10_9_15_3,d_os,20,15,10,9,15,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,11.753.675.391.492.300,25.712.938.478.730.900,1.775,14.685,101.8,0.0
d_os_20_15_1_15_10_9_20_3,d_os,20,15,10,9,20,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,9.836.354.575.153.630,20.030.886.437.884.000,1.15,18.24,129.8,0.1
d_os_20_15_1_15_10_9_25_3,d_os,20,15,10,9,25,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,9.136.636.506.757.030,18.202.841.266.892.500,0.99,18.555,130.5,0.1
d_os_20_15_1_6_15_9_5_3,d_os,20,6,15,9,5,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,2.656.976.052.429.820,6.517.440.131.074.550,5.19,5.0,34.0,0.0
d_os_20_15_1_6_15_9_10_3,d_os,20,6,15,9,10,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,17.304.416.510.511.000,40.764.791.276.277.700,3.375,9.985,71.7,0.0
d_os_20_15_1_6_15_9_15_3,d_os,20,6,15,9,15,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,10.235.231.275.501.400,21.921.828.188.753.500,1.81,14.665,104.5,0.0
d_os_20_15_1_6_15_9_20_3,d_os,20,6,15,9,20,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,6.970.506.272.948.170,12.723.765.682.370.400,0.69,18.81,131.8,0.0
d_os_20_15_1_6_15_9_25_3,d_os,20,6,15,9,25,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,5.831.720.098.774.410,9.541.800.246.936.020,325.0,20.15,144.2,0.1
d_os_20_15_1_9_15_9_5_3,d_os,20,9,15,9,5,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,2.631.704.781.590.700,6.454.261.953.976.760,5.085,5.0,33.0,0.0
d_os_20_15_1_9_15_9_10_3,d_os,20,9,15,9,10,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,16.325.257.610.607.800,38.316.894.026.519.500,3.185,9.985,74.0,0.0
d_os_20_15_1_9_15_9_15_3,d_os,20,9,15,9,15,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,10.160.303.621.306.100,21.728.259.053.265.300,1.78,14.69,101.2,0.0
d_os_20_15_1_9_15_9_20_3,d_os,20,9,15,9,20,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,6.586.014.494.228.260,11.786.286.235.570.600,595.0,18.715,133.4,0.0
d_os_20_15_1_9_15_9_25_3,d_os,20,9,15,9,25,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,6.461.129.765.251.100,11.064.074.413.127.700,0.38,20.355,144.8,0.3
d_os_20_15_1_12_15_9_5_3,d_os,20,12,15,9,5,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,24.633.279.412.724.100,6.033.319.853.181.030,4.785,5.0,36.0,0.0
d_os_20_15_1_12_15_9_10_3,d_os,20,12,15,9,10,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,1.533.434.439.742.780,3.583.961.099.356.960,3.14,9.985,70.0,0.0
d_os_20_15_1_12_15_9_15_3,d_os,20,12,15,9,15,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,9.651.641.472.806.280,20.456.603.682.015.700,1.56,14.69,105.9,0.0
d_os_20_15_1_12_15_9_20_3,d_os,20,12,15,9,20,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,6.598.311.289.232.750,11.819.528.223.081.800,625.0,18.705,133.1,0.0
d_os_20_15_1_12_15_9_25_3,d_os,20,12,15,9,25,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,5.811.559.437.277.940,9.552.648.593.194.860,305.0,19.905,143.0,0.1
d_os_20_15_1_15_15_9_5_3,d_os,20,15,15,9,5,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,23.338.482.013.776.800,570.962.050.344.422,4.54,5.0,39.0,0.0
d_os_20_15_1_15_15_9_10_3,d_os,20,15,15,9,10,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,1.470.031.917.236.350,3.425.454.793.090.880,2.94,9.985,72.0,0.0
d_os_20_15_1_15_15_9_15_3,d_os,20,15,15,9,15,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,8.772.622.847.644.620,18.262.807.119.111.500,1.38,14.675,105.4,0.0
d_os_20_15_1_15_15_9_20_3,d_os,20,15,15,9,20,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,6.582.006.850.506.310,11.805.017.126.265.700,0.59,18.6,135.2,0.0
d_os_20_15_1_15_15_9_25_3,d_os,20,15,15,9,25,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,58.109.907.436.375.900,9.457.476.859.093.980,325.0,20.28,145.0,0.1
d_os_20_15_1_6_20_9_5_3,d_os,20,6,20,9,5,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,24.720.711.743.595.300,6.055.177.935.898.840,4.75,5.0,38.0,0.0
d_os_20_15_1_6_20_9_10_3,d_os,20,6,20,9,10,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,14.644.355.574.726.400,34.114.638.936.816.100,2.93,9.985,76.7,0.0
d_os_20_15_1_6_20_9_15_3,d_os,20,6,20,9,15,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,8.821.528.301.293.690,18.412.570.753.234.200,1.595,14.565,105.2,0.0
d_os_20_15_1_6_20_9_20_3,d_os,20,6,20,9,20,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,5.280.545.339.325.680,8.518.863.348.314.200,335.0,18.73,138.1,0.0
d_os_20_15_1_6_20_9_25_3,d_os,20,6,20,9,25,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,4.987.850.929.082.540,7.220.877.322.706.370,0.12,20.995,144.6,0.1
d_os_20_15_1_9_20_9_5_3,d_os,20,9,20,9,5,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,24.983.524.685.688.400,6.120.881.171.422.100,4.715,5.0,36.0,0.0
d_os_20_15_1_9_20_9_10_3,d_os,20,9,20,9,10,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,14.904.827.941.971.100,34.765.819.854.927.800,3.03,9.985,71.0,0.0
d_os_20_15_1_9_20_9_15_3,d_os,20,9,20,9,15,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,8.318.040.044.035.840,1.713.010.011.008.960,1.47,14.66,102.9,0.0
d_os_20_15_1_9_20_9_20_3,d_os,20,9,20,9,20,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,5.499.611.408.468.800,9.042.778.521.172.010,405.0,18.825,132.1,0.0
d_os_20_15_1_9_20_9_25_3,d_os,20,9,20,9,25,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,5.020.428.513.191.700,7.439.821.282.979.260,0.1,20.445,146.5,0.1
d_os_20_15_1_12_20_9_5_3,d_os,20,12,20,9,5,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,22.413.339.081.569.500,5.478.334.770.392.370,4.485,5.0,38.0,0.0
d_os_20_15_1_12_20_9_10_3,d_os,20,12,20,9,10,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,13.716.722.707.739.800,31.795.556.769.349.500,2.85,9.985,72.0,0.0
d_os_20_15_1_12_20_9_15_3,d_os,20,12,20,9,15,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,7.758.606.464.513.140,15.736.516.161.282.800,1.305,14.64,104.3,0.0
d_os_20_15_1_12_20_9_20_3,d_os,20,12,20,9,20,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,5.653.075.534.184.070,9.370.188.835.460.180,0.4,19.05,132.2,0.0
d_os_20_15_1_12_20_9_25_3,d_os,20,12,20,9,25,3,uniform,15,0,uniform,1,0,400,1,1.5,0.5,4.906.237.645.639.890,7.216.844.114.099.730,0.09,20.195,144.4,0.1
