result_id,model_id,horiz,XM,YM,phiM,serM,tserM,d_type,dM,d_std_dev,a_type,aM,a_std_dev,c_blr,c_ser,c_Z,c_L,cost,av_blr,av_dr,av_ser,total_clients,count
nd_om_lin_20_15_1_9_15_9_9_0,nd_om_lin,20,9,15,9,9,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,45.00822247126876,0.0943330561781719,0.35,7.275,146.5,0.0
nd_os_lin_20_15_1_12_15_9_2_0,nd_os_lin,20,12,15,9,2,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,242.53710901626323,0.601342772540658,4.57,2.0,41.0,0.0
nd_om_lin_20_15_1_12_15_9_2_0,nd_om_lin,20,12,15,9,2,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,241.71488679404098,0.5992872169851025,4.57,2.0,41.0,0.0
nd_os_lin_20_15_1_12_15_9_3_0,nd_os_lin,20,12,15,9,3,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,187.63353712405993,0.4615838428101498,3.6,3.0,61.0,0.0
nd_om_lin_20_15_1_12_15_9_3_0,nd_om_lin,20,12,15,9,3,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,185.7422458446364,0.45685561461159097,3.6,3.0,61.0,0.0
nd_os_lin_20_15_1_12_15_9_5_0,nd_os_lin,20,12,15,9,5,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,100.45527362622407,0.23865068406556017,1.72,4.995,100.9,0.0
nd_om_lin_20_15_1_12_15_9_5_0,nd_om_lin,20,12,15,9,5,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,93.91392502624093,0.2222973125656023,1.72,4.995,100.9,0.0
nd_os_lin_20_15_1_12_15_9_7_0,nd_os_lin,20,12,15,9,7,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,59.33009545928395,0.13161273864820988,0.625,6.685,134.7,0.0
nd_om_lin_20_15_1_12_15_9_7_0,nd_om_lin,20,12,15,9,7,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,48.37768135614913,0.10409420339037283,0.355,6.74,135.8,0.0
nd_os_lin_20_15_1_12_15_9_9_0,nd_os_lin,20,12,15,9,9,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,45.74916066144297,0.09648540165360743,0.315,7.155,144.1,0.1
nd_om_lin_20_15_1_12_15_9_9_0,nd_om_lin,20,12,15,9,9,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,43.7704007575745,0.09148850189393626,0.295,7.175,144.5,0.0
nd_os_lin_20_15_1_6_20_9_2_0,nd_os_lin,20,6,20,9,2,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,245.2606210763106,0.6081515526907765,4.62,2.0,41.0,0.0
nd_om_lin_20_15_1_6_20_9_2_0,nd_om_lin,20,6,20,9,2,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,245.2606210763106,0.6081515526907765,4.62,2.0,41.0,0.0
nd_os_lin_20_15_1_6_20_9_3_0,nd_os_lin,20,6,20,9,3,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,189.52375907229379,0.4663093976807345,3.65,3.0,61.0,0.0
nd_om_lin_20_15_1_6_20_9_3_0,nd_om_lin,20,6,20,9,3,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,189.32890164214223,0.46582225410535555,3.65,3.0,61.0,0.0
nd_os_lin_20_15_1_6_20_9_5_0,nd_os_lin,20,6,20,9,5,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,97.00950426032551,0.23003626065081378,1.77,4.995,100.9,0.0
nd_om_lin_20_15_1_6_20_9_5_0,nd_om_lin,20,6,20,9,5,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,95.06767540748282,0.22518168851870704,1.77,4.995,100.9,0.0
nd_os_lin_20_15_1_6_20_9_7_0,nd_os_lin,20,6,20,9,7,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,47.772338445030925,0.10250584611257732,0.365,6.77,136.4,0.0
nd_om_lin_20_15_1_6_20_9_7_0,nd_om_lin,20,6,20,9,7,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,41.374792048202835,0.08644948012050709,0.29,6.795,136.9,0.0
nd_os_lin_20_15_1_6_20_9_9_0,nd_os_lin,20,6,20,9,9,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,36.468406388118574,0.07267101597029643,0.11,7.4,149.0,0.1
nd_om_lin_20_15_1_6_20_9_9_0,nd_om_lin,20,6,20,9,9,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,35.39266195232795,0.06995665488081987,0.1,7.41,149.2,0.0
nd_os_lin_20_15_1_9_20_9_2_0,nd_os_lin,20,9,20,9,2,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,235.00880108833962,0.5825220027208491,4.47,2.0,41.0,0.0
nd_om_lin_20_15_1_9_20_9_2_0,nd_om_lin,20,9,20,9,2,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,234.14710347223027,0.5803677586805757,4.47,2.0,41.0,0.0
nd_os_lin_20_15_1_9_20_9_3_0,nd_os_lin,20,9,20,9,3,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,180.7058437543651,0.4442646093859128,3.5,3.0,61.0,0.0
nd_om_lin_20_15_1_9_20_9_3_0,nd_om_lin,20,9,20,9,3,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,178.75948276099643,0.4393987069024911,3.5,3.0,61.0,0.0
nd_os_lin_20_15_1_9_20_9_5_0,nd_os_lin,20,9,20,9,5,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,89.95277651063807,0.21239444127659518,1.62,4.995,100.9,0.0
nd_om_lin_20_15_1_9_20_9_5_0,nd_om_lin,20,9,20,9,5,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,84.93814933294573,0.1998578733323643,1.62,4.995,100.9,0.0
nd_os_lin_20_15_1_9_20_9_7_0,nd_os_lin,20,9,20,9,7,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,47.64315507639286,0.10218288769098216,0.365,6.77,136.4,0.0
nd_om_lin_20_15_1_9_20_9_7_0,nd_om_lin,20,9,20,9,7,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,38.8784394566338,0.0802085986415845,0.215,6.795,136.9,0.0
nd_os_lin_20_15_1_9_20_9_9_0,nd_os_lin,20,9,20,9,9,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,35.326758191075896,0.06982939547768974,0.08,7.395,148.9,0.1
nd_om_lin_20_15_1_9_20_9_9_0,nd_om_lin,20,9,20,9,9,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,34.251013755285264,0.06711503438821316,0.07,7.405,149.1,0.0
nd_os_lin_20_15_1_12_20_9_2_0,nd_os_lin,20,12,20,9,2,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,227.57303227640273,0.5639325806910068,4.32,2.0,41.0,0.0
nd_om_lin_20_15_1_12_20_9_2_0,nd_om_lin,20,12,20,9,2,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,225.0726920937096,0.557681730234274,4.32,2.0,41.0,0.0
nd_os_lin_20_15_1_12_20_9_3_0,nd_os_lin,20,12,20,9,3,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,172.10321507367533,0.42275803768418835,3.35,3.0,61.0,0.0
nd_om_lin_20_15_1_12_20_9_3_0,nd_om_lin,20,12,20,9,3,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,167.90795396243078,0.41226988490607697,3.35,3.0,61.0,0.0
nd_os_lin_20_15_1_12_20_9_5_0,nd_os_lin,20,12,20,9,5,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,82.66440421986388,0.1941735105496597,1.47,4.995,100.9,0.0
nd_om_lin_20_15_1_12_20_9_5_0,nd_om_lin,20,12,20,9,5,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,76.67464423288699,0.17919911058221746,1.47,4.995,100.9,0.0
nd_os_lin_20_15_1_12_20_9_7_0,nd_os_lin,20,12,20,9,7,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,45.83100332675431,0.09761500831688577,0.35,6.785,136.7,0.0
nd_om_lin_20_15_1_12_20_9_7_0,nd_om_lin,20,12,20,9,7,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,37.22206522044601,0.07606766305111502,0.145,6.795,136.9,0.0
nd_os_lin_20_15_1_12_20_9_9_0,nd_os_lin,20,12,20,9,9,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,36.30720024802814,0.07215550062007034,0.085,7.445,149.9,0.1
nd_om_lin_20_15_1_12_20_9_9_0,nd_om_lin,20,12,20,9,9,0,uniform,15,0,uniform,1,0,400,1,1.5,0.5,35.852724913361584,0.07100681228340396,0.08,7.45,150.0,0.0
nd_os_lin_20_10_1_6_10_9_2_0,nd_os_lin,20,6,10,9,2,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,211.74212773685002,0.5243553193421251,2.47,2.0,41.0,0.0
nd_om_lin_20_10_1_6_10_9_2_0,nd_om_lin,20,6,10,9,2,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,211.74212773685002,0.5243553193421251,2.47,2.0,41.0,0.0
nd_os_lin_20_10_1_6_10_9_3_0,nd_os_lin,20,6,10,9,3,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,142.41994252166614,0.34854985630416535,1.515,3.0,61.0,0.0
nd_om_lin_20_10_1_6_10_9_3_0,nd_om_lin,20,6,10,9,3,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,142.41994252166614,0.34854985630416535,1.515,3.0,61.0,0.0
nd_os_lin_20_10_1_6_10_9_5_0,nd_os_lin,20,6,10,9,5,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,51.32316067626103,0.11660790169065258,0.15,4.68,94.6,0.0
nd_om_lin_20_10_1_6_10_9_5_0,nd_om_lin,20,6,10,9,5,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,51.268870924656746,0.11647217731164186,0.145,4.68,94.6,0.0
nd_os_lin_20_10_1_6_10_9_7_0,nd_os_lin,20,6,10,9,7,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,39.82845437167637,0.08760863592919092,0.0,4.785,96.7,0.2
nd_om_lin_20_10_1_6_10_9_7_0,nd_om_lin,20,6,10,9,7,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,39.82845437167637,0.08760863592919092,0.0,4.785,96.7,0.0
nd_os_lin_20_10_1_6_10_9_9_0,nd_os_lin,20,6,10,9,9,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,38.43589865098842,0.08346474662747105,0.0,5.05,102.0,0.5
nd_om_lin_20_10_1_6_10_9_9_0,nd_om_lin,20,6,10,9,9,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,38.43589865098842,0.08346474662747105,0.0,5.05,102.0,0.0
nd_os_lin_20_10_1_9_10_9_2_0,nd_os_lin,20,9,10,9,2,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,198.77160744828123,0.4919290186207031,2.32,2.0,41.0,0.0
nd_om_lin_20_10_1_9_10_9_2_0,nd_om_lin,20,9,10,9,2,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,198.77160744828123,0.4919290186207031,2.32,2.0,41.0,0.0
nd_os_lin_20_10_1_9_10_9_3_0,nd_os_lin,20,9,10,9,3,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,127.45296133187193,0.31113240332967984,1.365,3.0,61.0,0.0
nd_om_lin_20_10_1_9_10_9_3_0,nd_om_lin,20,9,10,9,3,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,127.17721048778863,0.31044302621947156,1.365,3.0,61.0,0.0
nd_os_lin_20_10_1_9_10_9_5_0,nd_os_lin,20,9,10,9,5,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,46.74220671975926,0.10508051679939814,0.1,4.71,95.2,0.0
nd_om_lin_20_10_1_9_10_9_5_0,nd_om_lin,20,9,10,9,5,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,46.11596930621951,0.10350242326554877,0.095,4.715,95.3,0.0
nd_os_lin_20_10_1_9_10_9_7_0,nd_os_lin,20,9,10,9,7,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,38.44267266115222,0.08339418165288055,0.0,5.085,102.7,0.2
nd_om_lin_20_10_1_9_10_9_7_0,nd_om_lin,20,9,10,9,7,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,38.44267266115222,0.08339418165288055,0.0,5.085,102.7,0.0
nd_os_lin_20_10_1_9_10_9_9_0,nd_os_lin,20,9,10,9,9,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,37.20353614898704,0.08032134037246759,0.005,5.075,102.5,0.7
nd_om_lin_20_10_1_9_10_9_9_0,nd_om_lin,20,9,10,9,9,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,37.20353614898704,0.08032134037246759,0.005,5.075,102.5,0.0
nd_os_lin_20_10_1_12_10_9_2_0,nd_os_lin,20,12,10,9,2,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,184.5706414757399,0.4564266036893498,2.17,2.0,41.0,0.0
nd_om_lin_20_10_1_12_10_9_2_0,nd_om_lin,20,12,10,9,2,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,184.5706414757399,0.4564266036893498,2.17,2.0,41.0,0.0
nd_os_lin_20_10_1_12_10_9_3_0,nd_os_lin,20,12,10,9,3,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,113.37718191281212,0.2759429547820303,1.215,3.0,61.0,0.0
nd_om_lin_20_10_1_12_10_9_3_0,nd_om_lin,20,12,10,9,3,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,113.01027551689214,0.2750256887922303,1.215,3.0,61.0,0.0
nd_os_lin_20_10_1_12_10_9_5_0,nd_os_lin,20,12,10,9,5,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,43.44414257553032,0.0967853564388258,0.06,4.73,95.6,0.0
nd_om_lin_20_10_1_12_10_9_5_0,nd_om_lin,20,12,10,9,5,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,42.399232756640465,0.09414808189160116,0.05,4.74,95.8,0.0
nd_os_lin_20_10_1_12_10_9_7_0,nd_os_lin,20,12,10,9,7,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,39.68236047867188,0.0866559011966797,0.0,5.02,101.4,0.3
nd_om_lin_20_10_1_12_10_9_7_0,nd_om_lin,20,12,10,9,7,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,39.68236047867188,0.0866559011966797,0.0,5.02,101.4,0.0
nd_os_lin_20_10_1_12_10_9_9_0,nd_os_lin,20,12,10,9,9,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,33.40182763224885,0.07087956908062214,0.0,5.05,102.0,0.6
nd_om_lin_20_10_1_12_10_9_9_0,nd_om_lin,20,12,10,9,9,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,33.40182763224885,0.07087956908062214,0.0,5.05,102.0,0.0
nd_os_lin_20_10_1_6_15_9_2_0,nd_os_lin,20,6,15,9,2,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,189.73878947714098,0.46934697369285244,2.22,2.0,41.0,0.0
nd_om_lin_20_10_1_6_15_9_2_0,nd_om_lin,20,6,15,9,2,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,189.73878947714098,0.46934697369285244,2.22,2.0,41.0,0.0
nd_os_lin_20_10_1_6_15_9_3_0,nd_os_lin,20,6,15,9,3,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,117.58493394514477,0.28646233486286193,1.265,3.0,61.0,0.0
nd_om_lin_20_10_1_6_15_9_3_0,nd_om_lin,20,6,15,9,3,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,117.58493394514477,0.28646233486286193,1.265,3.0,61.0,0.0
nd_os_lin_20_10_1_6_15_9_5_0,nd_os_lin,20,6,15,9,5,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,43.67375617743886,0.09734689044359715,0.065,4.735,95.7,0.0
nd_om_lin_20_10_1_6_15_9_5_0,nd_om_lin,20,6,15,9,5,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,43.61398606249632,0.09719746515624081,0.065,4.735,95.7,0.0
nd_os_lin_20_10_1_6_15_9_7_0,nd_os_lin,20,6,15,9,7,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,38.161379024815766,0.08314094756203941,0.0,4.905,99.1,0.2
nd_om_lin_20_10_1_6_15_9_7_0,nd_om_lin,20,6,15,9,7,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,38.161379024815766,0.08314094756203941,0.0,4.905,99.1,0.0
nd_os_lin_20_10_1_6_15_9_9_0,nd_os_lin,20,6,15,9,9,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,40.86503735461436,0.09037509338653589,0.0,4.715,95.3,0.5
nd_om_lin_20_10_1_6_15_9_9_0,nd_om_lin,20,6,15,9,9,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,40.86503735461436,0.09037509338653589,0.0,4.715,95.3,0.0
nd_os_lin_20_10_1_9_15_9_2_0,nd_os_lin,20,9,15,9,2,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,175.40422060110095,0.43351055150275236,2.07,2.0,41.0,0.0
nd_om_lin_20_10_1_9_15_9_2_0,nd_om_lin,20,9,15,9,2,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,175.40422060110095,0.43351055150275236,2.07,2.0,41.0,0.0
nd_os_lin_20_10_1_9_15_9_3_0,nd_os_lin,20,9,15,9,3,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,104.82556949674631,0.25456392374186576,1.115,3.0,61.0,0.0
nd_om_lin_20_10_1_9_15_9_3_0,nd_om_lin,20,9,15,9,3,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,104.74870679305434,0.25437176698263586,1.115,3.0,61.0,0.0
nd_os_lin_20_10_1_9_15_9_5_0,nd_os_lin,20,9,15,9,5,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,42.33442670294754,0.09399856675736885,0.045,4.735,95.7,0.0
nd_om_lin_20_10_1_9_15_9_5_0,nd_om_lin,20,9,15,9,5,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,41.855984182654915,0.09278996045663729,0.04,4.74,95.8,0.0
nd_os_lin_20_10_1_9_15_9_7_0,nd_os_lin,20,9,15,9,7,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,37.48346174627357,0.08127115436568393,0.0,4.975,100.5,0.2
nd_om_lin_20_10_1_9_15_9_7_0,nd_om_lin,20,9,15,9,7,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,37.48346174627357,0.08127115436568393,0.0,4.975,100.5,0.0
nd_os_lin_20_10_1_9_15_9_9_0,nd_os_lin,20,9,15,9,9,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,38.474378007513025,0.08357344501878256,0.0,5.045,101.9,0.8
nd_om_lin_20_10_1_9_15_9_9_0,nd_om_lin,20,9,15,9,9,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,38.474378007513025,0.08357344501878256,0.0,5.045,101.9,0.0
nd_os_lin_20_10_1_12_15_9_2_0,nd_os_lin,20,12,15,9,2,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,162.82879043638144,0.4020719760909536,1.92,2.0,41.0,0.0
nd_om_lin_20_10_1_12_15_9_2_0,nd_om_lin,20,12,15,9,2,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,162.82879043638144,0.4020719760909536,1.92,2.0,41.0,0.0
nd_os_lin_20_10_1_12_15_9_3_0,nd_os_lin,20,12,15,9,3,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,93.83741924655634,0.22709354811639085,0.965,3.0,61.0,0.0
nd_om_lin_20_10_1_12_15_9_3_0,nd_om_lin,20,12,15,9,3,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,93.4141594346955,0.22603539858673877,0.965,3.0,61.0,0.0
nd_os_lin_20_10_1_12_15_9_5_0,nd_os_lin,20,12,15,9,5,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,41.65960955345296,0.0923115238836324,0.03,4.735,95.7,0.0
nd_om_lin_20_10_1_12_15_9_5_0,nd_om_lin,20,12,15,9,5,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,41.181167033160335,0.09110291758290083,0.025,4.74,95.8,0.0
nd_os_lin_20_10_1_12_15_9_7_0,nd_os_lin,20,12,15,9,7,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,36.833701229370874,0.07943425307342719,0.0,5.06,102.2,0.2
nd_om_lin_20_10_1_12_15_9_7_0,nd_om_lin,20,12,15,9,7,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,36.833701229370874,0.07943425307342719,0.0,5.06,102.2,0.0
nd_os_lin_20_10_1_12_15_9_9_0,nd_os_lin,20,12,15,9,9,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,32.670190008616046,0.06912547502154012,0.0,5.02,101.4,0.5
nd_om_lin_20_10_1_12_15_9_9_0,nd_om_lin,20,12,15,9,9,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,32.670190008616046,0.06912547502154012,0.0,5.02,101.4,0.0
nd_os_lin_20_10_1_6_20_9_2_0,nd_os_lin,20,6,20,9,2,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,167.1829619391808,0.412957404847952,1.97,2.0,41.0,0.0
nd_om_lin_20_10_1_6_20_9_2_0,nd_om_lin,20,6,20,9,2,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,167.1829619391808,0.412957404847952,1.97,2.0,41.0,0.0
nd_os_lin_20_10_1_6_20_9_3_0,nd_os_lin,20,6,20,9,3,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,97.03002146450027,0.23507505366125067,1.015,3.0,61.0,0.0
nd_om_lin_20_10_1_6_20_9_3_0,nd_om_lin,20,6,20,9,3,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,97.03002146450027,0.23507505366125067,1.015,3.0,61.0,0.0
nd_os_lin_20_10_1_6_20_9_5_0,nd_os_lin,20,6,20,9,5,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,41.389625402890985,0.09162406350722746,0.03,4.74,95.8,0.0
nd_om_lin_20_10_1_6_20_9_5_0,nd_om_lin,20,6,20,9,5,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,41.389625402890985,0.09162406350722746,0.03,4.74,95.8,0.0
nd_os_lin_20_10_1_6_20_9_7_0,nd_os_lin,20,6,20,9,7,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,38.330887860372755,0.08390221965093189,0.0,4.77,96.4,0.2
nd_om_lin_20_10_1_6_20_9_7_0,nd_om_lin,20,6,20,9,7,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,38.330887860372755,0.08390221965093189,0.0,4.77,96.4,0.0
nd_os_lin_20_10_1_6_20_9_9_0,nd_os_lin,20,6,20,9,9,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,39.514571669487935,0.08643642917371984,0.0,4.94,99.8,0.8
nd_om_lin_20_10_1_6_20_9_9_0,nd_om_lin,20,6,20,9,9,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,39.509308511593204,0.08642327127898301,0.0,4.94,99.8,0.0
nd_os_lin_20_10_1_9_20_9_2_0,nd_os_lin,20,9,20,9,2,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,155.0879012648249,0.38271975316206225,1.82,2.0,41.0,0.0
nd_om_lin_20_10_1_9_20_9_2_0,nd_om_lin,20,9,20,9,2,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,154.69037983200934,0.38172594958002337,1.82,2.0,41.0,0.0
nd_os_lin_20_10_1_9_20_9_3_0,nd_os_lin,20,9,20,9,3,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,87.53601521234698,0.21134003803086746,0.865,3.0,61.0,0.0
nd_om_lin_20_10_1_9_20_9_3_0,nd_om_lin,20,9,20,9,3,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,87.53601521234698,0.21134003803086746,0.865,3.0,61.0,0.0
nd_os_lin_20_10_1_9_20_9_5_0,nd_os_lin,20,9,20,9,5,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,41.04000318674763,0.09075000796686908,0.015,4.74,95.8,0.0
nd_om_lin_20_10_1_9_20_9_5_0,nd_om_lin,20,9,20,9,5,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,41.04000318674763,0.09075000796686908,0.015,4.74,95.8,0.0
nd_os_lin_20_10_1_9_20_9_7_0,nd_os_lin,20,9,20,9,7,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,37.82613653829193,0.08200284134572983,0.0,5.025,101.5,0.3
nd_om_lin_20_10_1_9_20_9_7_0,nd_om_lin,20,9,20,9,7,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,37.82613653829193,0.08200284134572983,0.0,5.025,101.5,0.0
nd_os_lin_20_10_1_9_20_9_9_0,nd_os_lin,20,9,20,9,9,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,35.22379716162384,0.0753469929040596,0.0,5.085,102.7,0.5
nd_om_lin_20_10_1_9_20_9_9_0,nd_om_lin,20,9,20,9,9,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,35.22379716162384,0.0753469929040596,0.0,5.085,102.7,0.0
nd_os_lin_20_10_1_12_20_9_2_0,nd_os_lin,20,12,20,9,2,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,143.64119587738406,0.35410298969346016,1.67,2.0,41.0,0.0
nd_om_lin_20_10_1_12_20_9_2_0,nd_om_lin,20,12,20,9,2,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,143.64119587738406,0.35410298969346016,1.67,2.0,41.0,0.0
nd_os_lin_20_10_1_12_20_9_3_0,nd_os_lin,20,12,20,9,3,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,79.22770100653534,0.19056925251633836,0.715,3.0,61.0,0.0
nd_om_lin_20_10_1_12_20_9_3_0,nd_om_lin,20,12,20,9,3,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,79.22770100653534,0.19056925251633836,0.715,3.0,61.0,0.0
nd_os_lin_20_10_1_12_20_9_5_0,nd_os_lin,20,12,20,9,5,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,40.99295349730664,0.09063238374326658,0.0,4.74,95.8,0.0
nd_om_lin_20_10_1_12_20_9_5_0,nd_om_lin,20,12,20,9,5,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,40.99295349730664,0.09063238374326658,0.0,4.74,95.8,0.0
nd_os_lin_20_10_1_12_20_9_7_0,nd_os_lin,20,12,20,9,7,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,35.23665414325693,0.07535413535814231,0.0,5.095,102.9,0.2
nd_om_lin_20_10_1_12_20_9_7_0,nd_om_lin,20,12,20,9,7,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,35.23665414325693,0.07535413535814231,0.0,5.095,102.9,0.0
nd_os_lin_20_10_1_12_20_9_9_0,nd_os_lin,20,12,20,9,9,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,38.84181953936872,0.0845920488484218,0.0,5.005,101.1,0.5
nd_om_lin_20_10_1_12_20_9_9_0,nd_om_lin,20,12,20,9,9,0,uniform,10,0,uniform,1,0,400,1,1.5,0.5,38.84181953936872,0.0845920488484218,0.0,5.005,101.1,0.0
nd_os_lin_20_25_2_6_10_9_2_0,nd_os_lin,20,6,10,9,2,0,uniform,25,0,uniform,2,0,400,1,1.5,0.5,316.1702401847871,0.7854256004619677,8.37,2.0,41.0,0.0
